DRUG_NAME,smiles,ADRECS_ID,Match,smiles_index
oxycodone,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,17.02.04.006,1.0,-487
oxycodone,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,07.02.02.001,1.0,-487
oxycodone,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,17.15.03.002,1.0,-487
oxycodone,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,08.01.03.028,1.0,-487
oxycodone,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,07.01.07.003,1.0,-487
oxycodone,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,02.01.02.004,1.0,-487
oxycodone,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,07.06.01.002,1.0,-487
oxycodone,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,07.01.07.001,1.0,-487
oxycodone,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,23.03.12.001,1.0,-487
levocarnitine,C[N+](C)(C)CC(CC(=O)O)O,06.08.03.001,1.0,-489
levocarnitine,C[N+](C)(C)CC(CC(=O)O)O,08.01.01.001,1.0,-489
levocarnitine,C[N+](C)(C)CC(CC(=O)O)O,08.01.09.028,1.0,-489
levocarnitine,C[N+](C)(C)CC(CC(=O)O)O,17.02.06.005,1.0,-489
levocarnitine,C[N+](C)(C)CC(CC(=O)O)O,11.01.09.001,1.0,-489
levocarnitine,C[N+](C)(C)CC(CC(=O)O)O,23.03.04.002,1.0,-489
levocarnitine,C[N+](C)(C)CC(CC(=O)O)O,20.01.03.005,1.0,-489
levocarnitine,C[N+](C)(C)CC(CC(=O)O)O,02.03.02.007,1.0,-489
levocarnitine,C[N+](C)(C)CC(CC(=O)O)O,02.03.03.002,1.0,-489
levocarnitine,C[N+](C)(C)CC(CC(=O)O)O,02.01.02.003,1.0,-489
levocarnitine,C[N+](C)(C)CC(CC(=O)O)O,13.15.01.006,1.0,-489
levocarnitine,C[N+](C)(C)CC(CC(=O)O)O,06.02.01.001,1.0,-489
levocarnitine,C[N+](C)(C)CC(CC(=O)O)O,13.14.05.001,1.0,-489
levocarnitine,C[N+](C)(C)CC(CC(=O)O)O,07.14.03.001,1.0,-489
levocarnitine,C[N+](C)(C)CC(CC(=O)O)O,24.08.02.001,1.0,-489
